"관광타입","음식점"
"음식점명","마시오름"
"개요","마시오름은 서귀포시 서홍동에 89년도에 지어진 주택을 개조한 공간입니다. 기존 공간을 최대한 살리고 활용하여 아늑하면서도 고풍스러운 옛 느낌을 그대로 간직하고 있습니다. 단단하고 넓은 나무 식탁, 크고 푹신한 의자, 테이블에 집중되어 있는 조명이 편안하고 안락한 분위기를 제공합니다. 흑돼지, 문어, 성게알, 딱새우, 전복, 제주 순메밀 등 제주의 신선한 로컬 재료를 활용한 음식과 와인, 진, 한국 전통 증류주 등 다양한 주류 리스트를 보유하고 있어, 부족함 없는 저녁 식사와 술자리를 만들기 위해 노력하고 있으며, 공간 또는 음식 어떤 한곳에 치우치지 않는 밸런스로 맛이 오르는 공간이라는 자부심을 갖고 찾아주시는 분들과 소통하고 있습니다. 서귀중앙여자중학교, 쌍용자동차가 인접해 있습니다."
"주소","제주 서귀포시 중앙로117번길 6"
"주소(도로명)","제주특별자치도 서귀포시 중앙로117번길 6"
"주소(지번주소)","제주특별자치도 서귀포시 서홍동 397-141"
"대표번호","0507-1404-1991"
"영업시간","17:00 - 24:00"
"휴무일","매주 월요일"
"취급메뉴","오름 바당 술찜, 오름 돔베 삼합"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 특별한 메뉴가 있어요, 인테리어가 멋져요, 친절해요, 화장실이 깨끗해요"
