"관광타입","음식점"
"음식점명","벵디 구좌 월정리 본점"
"개요","테이스티로드, 밤도깨비 등 각종 유명 예능 프로그램에 제주 월정리 인근을 대표하는 맛집으로 자주 소개되었던 곳으로, 제주 현지에서 많이 판매되고 있는 돌문어 덮밥의 원조집입니다. 매콤 짭조름하게 양념되어 있는 쫄깃한 돌문어를 고슬고슬 밥 위에 올려, 예열된 그릇 위에 함께 제공되는 방식으로 취향껏 자유롭게 잘라먹을 수 있습니다. 쫄깃한 문어의 식감과 양념의 감칠맛이 조화를 이루어 제주 동쪽 코스를 여행할 때는 꼭 필수로 들러야 하는 코스가 되었고요. 이 메뉴를 흉내 내는 식당들이 우후죽순 많이 생겨날 만큼 명실상부 벵디를 대표하는 메뉴입니다. 또, 최근 각종 미디어에서 스포트라이트를 한창 받고 있는 뿔소라 톳덮밥도 빼놓을 수 없는 대표 메뉴인데요, 짭짤하고 깊은 맛이 살아있는 간장소스를 꼬들꼬들한 식감이 제대로인 뿔소라와 톳 위에 부어 비벼 먹는 메뉴로 돌문어덮밥과 어깨를 나란히 하는 이곳의 인기 메뉴라고 하네요. 피크 시간대나 성수기 때에는 길게 늘어선 웨이팅 줄이 늘 있는 곳으로 월정리 밥집 혹은 월정리 가면 꼭 가 봐야 하는 집이라는 타이틀을 늘 달고 다니는, 연예인들과 방송 미디어가 사랑하는 인기 식당입니다. 평대우유차, 제주마메종이 인접해 있습니다."
"주소","제주 제주시 구좌읍 해맞이해안로 1108"
"주소(도로명)","제주특별자치도 제주시 구좌읍 해맞이해안로 1108"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 평대리 2031-2"
"대표번호","0507-1393-7842"
"영업시간","10:00 - 19:00"
"휴무일","매주 목요일"
"취급메뉴","돌문어덮밥, 돌문어물회"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 특별한 메뉴가 있어요, 재료가 신선해요, 친절해요"
