"관광타입","음식점"
"음식점명","종가전복"
"개요","제주도 구좌읍 평대리 4다시28번지에 2016년 4월에 오픈해, 맛의 향상을 위해 항상 노력하고 있습니다. 인터넷 블로그 상 별도의 투자를 하지 않는 관계로 크게 알려지지 않았지만 맛과 정성만큼은 제주도 맛집 1등 못지않게 힘을 기울이고 있습니다. 제주도 바다 해수욕장을 보시며 전복의 맛을 즐겨보세요. 월정리해변 성산일출봉 우도를 가실 분들은 저희 식당에서 좋은 추억을 만드시기 바랍니다. 인테리어가 화려해 사진 찍기 좋은 곳은 아니지만 맛과 정성으로 음식을 준비합니다. 좋은 여행에 종가전복이 함께 하겠습니다. 월정리해수욕장, 성산일출봉, 명진전복, 갈치공장이 인접해 있습니다."
"주소","제주 제주시 구좌읍 해맞이해안로 1296"
"주소(도로명)","제주특별자치도 제주시 구좌읍 해맞이해안로 1296"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 평대리 4-49"
"대표번호","064-783-0304"
"영업시간","09:30~16:30"
"휴무일","매주 목요일"
"취급메뉴","전복돌솥밥, 전복죽"
"주차시설 유무","있음"
"리뷰키워드","없음"
