"관광타입","음식점"
"음식점명","버거요 제주본점"
"개요","제주 바다와 마주 앉아 즐기는 프리미엄 시푸드버거, 제주 애월 맛집 버거요. 국내 최초 국내 유일 오직 버거요에서만 맛볼 수 있는 제주 수제 버거입니다. 관자 스테이크버거 들어보셨나요. 100퍼센트 가리비 관자살만으로 만든 패티를 천연 버터에 스테이크로 구워 탱글 야들 쫀득 매력 있는 식감과 특제 생와사비 소스와의 조합이 환상적인 대게 버거 알고 계신가요. 100퍼센트 대게의 몸살, 다리 살을 원형 그대로 발라내어 만든 패티를 고소하게 튀겨 매콤 달달 특제 소스와의 감칠맛과 게살 한 올 한 올 살아있는 진짜 대게 버거입니다. 한 입 크왕 베어 무는 순간, 그 어디서도 느낀 적 없는 특별한 맛입니다. 원재료에 진심을 다해 제주 여행 소중한 방문해 주시는 고객님들께 빠르게보다는 바르게 만들어 드리고 추억을 만들어 드리는 제주 맛집 버거요입니다. 매장 앞이 바다로 야외 돌담 테이블에서 낮과 밤, 간조와 만조, 매일 매시간이 항상 멋진 제주 바다 뷰 보실 수 있어요. 특히 노을 시간 때 오셔서 제주 노을 뷰 감상하세요. 막 찍어도 인생 사진 나온답니다. 매장 내에서도 사방 통창이라 어디 앉으셔도 바다 뷰입니다. 제주돌돌, 알제트브이가 인접해 있습니다."
"주소","제주 제주시 한림읍 귀덕11길 43"
"주소(도로명)","제주특별자치도 제주시 한림읍 귀덕11길 43"
"주소(지번주소)","제주특별자치도 제주시 한림읍 귀덕리 957"
"대표번호","0507-1468-0220"
"영업시간","10:00 - 20:00"
"휴무일","없음"
"취급메뉴","대게 버거, 관자스테이크 버거"
"주차시설 유무","있음"
"리뷰키워드","뷰가 좋아요, 음식이 맛있어요, 특별한 메뉴가 있어요, 매장이 넓어요, 재료가 신선해요"
