"관광타입","음식점"
"음식점명","우리마을가마솥정식"
"개요","21테이블에 근처 산방산 송악산 오셜록 차귀도 돌고래가 서식하는 해안도로 중문관광단지에 인접하여 관광지 이동하기에 용이합니다. 각종 몸에 좋은 약재를 끊여 만든 육수로 만든 닭한마리 ,몸에 좋기로 유명한 유황오리 로스 주물럭엄마가 정성껏 만든 반찬들과 가마솥밥. 반찬가게도 겸하고 있습니다. 여름 특선메뉴 열무물국수 서리태콩국수반찬도 판매합니다. 일화수제반찬. 대정읍사무소가 인접해 있습니다."
"주소","제주 서귀포시 대정읍 하모중앙로15번길 1"
"주소(도로명)","제주특별자치도 서귀포시 대정읍 하모중앙로15번길 1"
"주소(지번주소)","제주특별자치도 서귀포시 대정읍 하모리 1410"
"대표번호","0507-1321-2246"
"영업시간","07:00 - 20:00"
"휴무일","매주 일요일"
"취급메뉴","갈비탕, 한우소머리곰탕"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 가성비가 좋아요, 재료가 신선해요, 반찬이 잘 나와요, 매장이 넓어요"
