"관광타입","음식점"
"음식점명","이층빵집굽는아방"
"개요","진심을 듬뿍 담은 베이커리 카페입니다. 수제 르방과 유기농 밀가루, 유정란 등 재료를 이용해 매일매일 굽는 식사빵들과 달콤한 디저트를 준비해두었습니다. 직접 염장과 바베큐한 잠봉을 넣은 잠봉뵈르 시그니처 샌드위치를 판매하고 있습니다. 일몰이 아름다운 신창에서 이층빵집 굽는아방을 찾아주시기 바랍니다. 한경면사무소, 한경농협은행, 신창리포구, 두모리사무소가 인접해 있습니다."
"주소","제주 제주시 한경면 두신로 88-1 2층"
"주소(도로명)","제주특별자치도 제주시 한경면 두신로 88-1"
"주소(지번주소)","제주특별자치도 제주시 한경면 두모리 2869-1"
"대표번호","070-4222-7771"
"영업시간","08:00-16:30"
"휴무일","매주 월요일, 일요일"
"취급메뉴","방 캄파뉴, 소금빵"
"주차시설 유무","있음"
"리뷰키워드","빵이 맛있어요, 친절해요, 특별한 메뉴가 있어요, 커피가 맛있어요, 매장이 청결해요"
