"관광타입","음식점"
"음식점명","배불뚝이"
"개요","VJ특공대가 극찬한 해물요리장인의 집,  배불뚝이15년 경력의 사장님께서 주문을 받고 즉석에서 요리를 하셔서 신선한 제주 해물요리의 진수를 느낄 수 있습니다. 해물찜과 해물탕은 인원수에 맞게 주문하실 수 있으며 점심시간에 전복해물뚝배기도 많이 찾는 인기 메뉴입니다. 미리예약하고 오시면 더욱 더 빨리 맛있는 식사를 하실 수 있습니다. 50명까지 단체손님 예약이 가능합니다. 다원우, 외도순이네가 인접해 있습니다."
"주소","제주 제주시 우령6길 71"
"주소(도로명)","제주특별자치도 제주시 우령6길 71"
"주소(지번주소)","제주특별자치도 제주시 외도일동 642-1"
"대표번호","064-711-4624"
"영업시간","15:00~22:00"
"휴무일","매주 토요일"
"취급메뉴","해물찜, 해물탕"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 양이 많아요, 재료가 신선해요, 가성비가 좋아요, 매장이 넓어요"
