"관광타입","음식점"
"음식점명","민수산민식당"
"개요","재료 소진으로 영업시간보다 이른 마감을 하는 경우가 있습니다. 2시 이후 방문 예정인 고객님들께선 미리 전화 부탁드립니다. 매장 앞 주차가 불가하실 경우 매장 바로 옆에 있는 공터에 주차해 주세요. 청정 제주 싱싱한 생선을 바삭, 고소하게 튀겨 상에 올려 드립니다. 제주 은갈치, 참조기, 장대, 금태 등이 들어간 계절 생선 튀김이 있습니다. 구성은 계절마다 달라집니다. 튀김만 드시기 아쉬운 분들을 위해 계절 생선 튀김, 매콤한 생선조림, 된장 해물뚝배기, 구이까지 모두 나오는 민식당 정식도 있습니다. 항상 정성으로 우리 가족이 먹는다는 생각으로 정성껏 요리합니다. 귀일중학교, 하귀교회, 아이빌 헤어 미용실이 인접해 있습니다."
"주소","제주 제주시 애월읍 항몽로 56-1"
"주소(도로명)","제주특별자치도 제주시 애월읍 항몽로 56-1"
"주소(지번주소)","제주특별자치도 제주시 애월읍 하귀2리 1301-1"
"대표번호","0507-1416-8068"
"영업시간","10:00 - 15:00"
"휴무일","매주 월요일, 일요일"
"취급메뉴","옥돔구이, 생선튀김"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요"
