"관광타입","음식점"
"음식점명","하찌"
"개요","하찌는 롯데호텔에서 오랜 기간 몸 담았던 전석창 셰프가 2018년에 오픈한 여덟 자리 작은 스시집입니다. 전석창 셰프는 매일 새벽항에 나가 싱싱한 당일바리 생선을 구입합니다. 하찌에서는 건강한 제주 제철 생선으로 기본에 충실한 요리를 선보이려 합니다. 오마카세 단일 메뉴로 진행되며, 식사 준비 시간이 많이 소요되는 관계로 예약제로만 운영되고 있습니다. 헛걸음하시는 일이 없도록 식사하시고자 하는 날의 전일까지만 예약을 부탁드립니다. 예약은 캐치 테이블 앱과 유선으로 가능합니다. 좋은 날 하찌에서 정성껏 모시겠습니다. 감사합니다. 중문관광단지, 올레시장, 제주브릭스호텔, 카페앤유가 인접해 있습니다."
"주소","제주 서귀포시 호근남로 180"
"주소(도로명)","제주특별자치도 서귀포시 호근남로 180"
"주소(지번주소)","제주특별자치도 서귀포시 호근동 477-4"
"대표번호","010-4909-8687"
"영업시간","12:00 - 21:00"
"휴무일","매주 화요일"
"취급메뉴","쿠보다만수, 토쿠리"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 특별한 메뉴가 있어요, 친절해요, 특별한 날 가기 좋아요"
