"관광타입","음식점"
"음식점명","오오치  "
"개요","제철 재료로 정성스레 준비한 스시와 단품 요리, 다양한 와인과 사케가 있습니다. 편안한 분위기 속에서 모두가 부담 없이 즐길 수 있는 이자카야 입니다. 스시 외 단품 메뉴만도 주문 가능합니다. 워크인 방문 가능합니다. 예약은 유선상 가능합니다. 웨이팅 접수 및 자리 유무 확인은 유선상으로도 가능합니다. 콜키지는 와인 3만원, 위스키 5만원 입니다. 라스트오더는 23시 입니다. 도미노피자, 새마을금고가 인접해 있습니다."
"주소","제주 제주시 박성내동길 25 1층"
"주소(도로명)","제주특별자치도 제주시 박성내동길 25"
"주소(지번주소)","제주특별자치도 제주시 아라이동 3013-8"
"대표번호","010-5557-5278"
"영업시간","18:00-24:00"
"휴무일","매주 수요일"
"취급메뉴","히레카츠, 김밥"
"주차시설 유무","없음"
"리뷰키워드","음식이 맛있어요,, 인테리어가 멋져요, 친절해요, 특별한 메뉴가 있어요, 재료가 신선해요"
