"관광타입","음식점"
"음식점명","오풍미족발 제주삼화점"
"개요","안녕하세요. 오풍미족발 제주삼화점입니다. 까다롭게 선별한 100프로 국내산 생족만 사용하고 있으며, 명인의 비법육수에 삶아내 잡내없는 깊은 풍미와 부드러운 육질을 느끼실 수 있습니다. 모든 식재료는 매일 직접 준비하고 있으며, 홀, 배달, 포장 모두 이용 가능합니다. 음식 양도 푸짐하게 제공해드리지만 그보다 원재료의 품질을 위해 정말 노력하고 있습니다. 많은 성원과 이용 부탁드리겠습니다. CU, 호야치킨이 인접해 있습니다."
"주소","제주 제주시 화삼북로 87 NHF 1단지 오풍미족발"
"주소(도로명)","제주특별자치도 제주시 화삼북로 87"
"주소(지번주소)","제주특별자치도 제주시 삼양이동 2312"
"대표번호","0507-1378-7915"
"영업시간","16:00~23:00"
"휴무일","매주 수요일"
"취급메뉴","풍미족발, 반반족발"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 양이 많아요, 매장이 청결해요"
