"관광타입","음식점"
"음식점명","뜰채횟집 제주 함덕점"
"개요","단체 손님 환영합니다. 아기의자, 음식 있습니다. 오션뷰 지정은 어렵습니다. 부모님의 뜻을 이어 기존의 맛을 살리며 새로운 메뉴로 발전한 뜰채횟집입니다. 많은 사랑 부탁드립니다. 저희 뜰채횟집은 각종 제주에서 자랑하는 신선한 활어회, 조림, 구이 식사류 등 다양한 요리가 준비되어 있으며, 쾌적한 환경에서 정성스러운 음식을 맛보실 수 있습니다. 저희 뜰채횟집에 방문하셔서 맛과 건강을 함께 챙겨 가시기 바랍니다. 항상 고객을 위해 최선을 다하는 뜰채횟집이 되도록 노력하겠습니다. 제주도에 오시면 꼭 한번 찾아주시길 바랍니다. 함덕해수욕장, 헤어랑, 돈까스송쉡이 인접해 있습니다."
"주소","제주 제주시 조천읍 조함해안로 538"
"주소(도로명)","제주특별자치도 제주시 조천읍 조함해안로 538"
"주소(지번주소)","제주특별자치도 제주시 조천읍 함덕리 산 14-58"
"대표번호","0507-1414-9044"
"영업시간","10:00-22:00"
"휴무일","매주 수요일"
"취급메뉴","묵은지 갈치조림, 갈치구이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 가성비가 좋아요, 양이 많아요, 친절해요"
