"관광타입","음식점"
"음식점명","두찜 서귀포동홍점"
"개요","대한민국에서 찜닭 한 마리 가격에 두 마리를 주는 곳은 두 찜뿐입니다. 맵기는 입맛에 따라 1단계부터 5단계까지 선택할 수 있습니다. 두찜은 주문 접수 후 조리되기에 조리시간은 20분이 소요됩니다. 배달이 조금 늦어지더라도 배달기사분의 안전을 위해서 너그럽게 이해해 주시면 감사하겠습니다. 고객님의 부담을 덜어드리기 위해 저렴한 가격으로 맛 좋은 찜닭을 한 마리 가격에 두 마리를 제공하고 있으니, 맛있게 드시고 또 찾아주세요. 산들치킨, 해성아구찜이 인접해 있습니다."
"주소","제주 서귀포시 중산간동로 8003"
"주소(도로명)","제주특별자치도 서귀포시 중산간동로 8003"
"주소(지번주소)","제주특별자치도 서귀포시 동홍동 1303"
"대표번호","064-733-8884"
"영업시간","11:00-03:00"
"휴무일","없음"
"취급메뉴","트러플크림찜닭, 불마왕불닭"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 양이 많아요, 가성비가 좋아요, 재료가 신선해요"
