"관광타입","음식점"
"음식점명","해저3만리 "
"개요","제주산 갈치구이와 조림, 옥돔, 맑고 시원한 대구탕, 전복과 해물이 한 가득 들어가있는 뚝배기까지 아침 점심 저녁 세 끼를 먹어도 질리지 않는 해저3만리의 메뉴입니다. 매일 아침 손수 만들어내는 푸짐한 반찬과 인심 가득한 한 상차림에 행복하고 즐거운 제주의 추억을 남겨보시길 바랍니다. 주차는 주변 무료주차장을 이용해주세요. 서귀포 아랑조을거리 2번가 입구 구.중파 공영주차장 바로 옆에 위치해 있습니다. "
"주소","제주 서귀포시 중정로 31"
"주소(도로명)","제주특별자치도 서귀포시 중정로 31"
"주소(지번주소)","제주특별자치도 서귀포시 서귀동 312-7"
"대표번호","0507-1332-3221"
"영업시간","08:00 - 22:00"
"휴무일","격주 화요일 "
"취급메뉴","갈치구이, 옥돔구이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 가성비가 좋아요, 친절해요, 양이 많아요, 재료가 신선해요"
