"관광타입","음식점"
"음식점명","섭지코지화덕피자"
"개요","섭지코지 화덕피자 셰프만의 특별한 레시피로 모두 직접 만들었습니다. 99.9퍼센트 프리미엄 자연산 치즈와 매일 직접 반죽하여 저온 숙성한 도우로 만든 화덕피자입니다. 여러 가지 신선한 해산물과 직접 만든 소스로 만든 파스타도 있습니다. 건강하고 맛있게 드실 수 있도록 정성스럽고 맛있게 만들었습니다. 또한 요리 본연의 맛을 보다 신선하고 맛있게 드실 수 있도록 모든 재료 및 소스를 자주 준비하고 관리하고 있기 때문에 우리 아이도 먹을 수 있는 건강하고 맛있는 음식, 그리고 누구나 맛있게 먹을 수 있는 음식을 만드는 것이 섭지코지화덕피자만의 자부심입니다. 항상 정성스럽고 건강한 음식을 제공해 드리기 위해 최선을 다하겠습니다. 망고레이 섭지코지점, 커피먹는고냉이가 인접해 있습니다."
"주소","제주 서귀포시 성산읍 신양로 102"
"주소(도로명)","제주특별자치도 서귀포시 성산읍 신양로 102"
"주소(지번주소)","제주특별자치도 서귀포시 성산읍 고성리 204-2"
"대표번호","064-784-7840"
"영업시간","11:00-20:00"
"휴무일","매주 일요일"
"취급메뉴","제주흑돼지피자, 쿼트로피자"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 매장이 청결해요, 특별한 메뉴가 있어요"
