"관광타입","음식점"
"음식점명","뚱딴지 애월본점"
"개요","제주 애월에 위치한 뚱딴지 식당은 전국 최초 특허 음식 활오복탕, 1등급 흑돼지 숯불구이, 전복해물뚝배기 등 향토 음식점입니다. 주메뉴 활오복탕은 제주 한방 약재 15가지로 우려낸 육수에 토종 오골계, 활문어, 활전복이 들어가 제주 관광에 필요한 원기회복에 좋은 음식입니다. 활오복탕은 특허 출원된 음식으로 오직 뚱딴지 식당에서 맛보실 수 있습니다. 방갈로 숙소도 운영하고 있고, 식당에서 식사를 하신 고객께는 숙박료 반값에 드립니다. 하귀에서 애월 간 해안 도로에 위치하며, 노을이 가장 예쁜 집입니다. 밀레니엄호텔, 바닷가앞 펜션이 인접해 있습니다."
"주소","제주 제주시 애월읍 부룡수길 17"
"주소(도로명)","제주특별자치도 제주시 애월읍 부룡수길 17"
"주소(지번주소)","제주특별자치도 제주시 애월읍 신엄리 2814-1"
"대표번호","0507-1370-2085"
"영업시간","11:00 - 22:00"
"휴무일","둘째, 넷째 화요일"
"취급메뉴","흑돼지근고기, 전복해물뚝배기"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 특별한 메뉴가 있어요, 양이 많아요"
