"관광타입","음식점"
"음식점명","고집돌우럭 제주함덕점"
"개요","제주도 최초 리뷰 20000개 달성했습니다. 네이버가 선정한 제주 맛집 TOP 10입니다. 네이버, 카카오, 구글 리뷰 제주도 내 최다, 최고 평점입니다. 트립어드바이저 제주 음식점 5년 연속 1위입니다. 티맵 선정 제주도 맛집 TOP 10입니다. 식약처 인증 위생등급 우수 획득했습니다. 매장이 혼잡하여 전화 연결이 어렵습니다. 네이버 톡톡으로 문의하시면 평균 10분 이내로 답변드립니다. 문의 가능 시간은 9시부터 18시까지입니다. 함덕해수욕장, 소노벨 제주, 유탑유블레스호텔 제주가 인접해 있습니다."
"주소","제주 제주시 조천읍 신북로 491-9 2층"
"주소(도로명)","제주특별자치도 제주시 조천읍 신북로 491-9"
"주소(지번주소)","제주특별자치도 제주시 조천읍 함덕리 1020-2"
"대표번호","0507-1353-6061"
"영업시간","10:00-21:30"
"휴무일","없음"
"취급메뉴","우럭조림, 옥돔구이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 재료가 신선해요, 친절해요, 매장이 청결해요"
