"관광타입","음식점"
"음식점명","썬라이즈135"
"개요","안녕하세요. 제주 해물라면과 음료를 같이 즐길 수 있는 집 썬라이즈135입니다. 영업시간은 계절에 따라 약간 변경이 됩니다. 현재는 오전 10시에 오픈하여 저녁 7시에 마감됩니다. 라스트 오더는 6시 30분입니다. 매주 목요일은 휴무입니다. 썬라이즈135의 성격상 많은 손님을 한꺼번에 받는 것보다 한 분 한 분께 정성을 다하기 위하여 다른 식당보다 좀 더 시간이 더 걸리는 점 양해 부탁드리고 계절의 영향으로 모든 걸 다 로컬 푸드로 해드리지는 못하지만 넓은 밭에서 가능한 직접 재배하여 공급할 수 있도록 하겠습니다. 썬라이즈135는 이웃하고 있는 용눈이오름 성산일출봉 섭지코지 제주 아쿠아 플라넷에서 10분 내외로 오실 수 있는 거리입니다. 언제든지 여러분을 초대합니다. 감사합니다. 시흥초등학교, 클로버비앤비가 인접해 있습니다."
"주소","제주 서귀포시 성산읍 시흥상동로 135"
"주소(도로명)","제주특별자치도 서귀포시 성산읍 시흥상동로 135"
"주소(지번주소)","제주특별자치도 서귀포시 성산읍 시흥리 1211-3"
"대표번호","0507-1321-9813"
"영업시간","10:00-19:00"
"휴무일","매주 목요일"
"취급메뉴","흑돼지고기라면, 제주해물라면"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 인테리어가 멋져요, 뷰가 좋아요"
