"관광타입","음식점"
"음식점명","서울불고기"
"개요","옛날 서울 불고기의 맛을 그대로 재현한 산더미 소 불고기입니다. 동판에서 먹는 옛날식 산더미 소 불고기입니다. 제주도 여행 중 아이부터 할머니, 할아버지까지 함께 편안하게 식사를 할 수 있습니다. 달달하고 부드러운 소 불고기와 젊은 층에 맞춘 매콤 소 불고기도 인기가 많습니다. 오겹살 김치찜, 소 곱창전골, 소 불고기 돌솥비빔밥 등도 즐기실 수 있습니다. 세븐일레븐, 제주축산유통이 인접해 있습니다."
"주소","제주 서귀포시 동홍중앙로 17"
"주소(도로명)","제주특별자치도 서귀포시 동홍중앙로 17"
"주소(지번주소)","제주특별자치도 서귀포시 동홍동 650-8"
"대표번호","0507-1313-1040"
"영업시간","10:00 - 21:00"
"휴무일","매주 월요일"
"취급메뉴","옛날 서울불고기, 매콤 소불고기"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 가성비가 좋아요, 재료가 신선해요, 양이 많아요"
