"관광타입","음식점"
"음식점명","장수해장국&해물구이"
"개요","중문동, 대포동 인근 동네 주민들에게 인기 있는 해장국 맛집입니다. 24시간 내내 운영을 하고 있어 언제 어느 때든 부담 없이 찾을 수 있다는 것이 이곳의 최고 장점으로 꼽히는 부분입니다. 얼큰하고 칼칼한 선지 해장국과 뽀얀 사골국물의 깊은 맛이 살아있는 사골 국밥이 인기 메뉴입니다. 그 밖에도 식사 거리로 즐길 수 있는 다양한 메뉴들이 준비되어 있어 제주 신라호텔, 제주 롯데호텔, 히든 클리프 등 중문 근처의 숙박업소 손님들도 모두 입소문으로 알음알음 자주 찾아옵니다. 중문 근처 아침식사 메뉴로는 이만한 곳이 없어 반주를 즐기는 현지인들이나, 든든한 식사 메뉴 찾는 현지인들에게 인기가 있습니다. 킹마트분식, 해성정육마트가 인접해 있습니다."
"주소","제주 서귀포시 천제연로 152"
"주소(도로명)","제주특별자치도 서귀포시 천제연로 152"
"주소(지번주소)","제주특별자치도 서귀포시 중문동 2183"
"대표번호","064-738-5667"
"영업시간","00:00 - 24:00"
"휴무일","없음"
"취급메뉴","사골국밥, 얼큰사골국밥"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 주차하기 편해요, 양이 많아요, 재료가 신선해요, 가성비가 좋아요"
