"관광타입","음식점"
"음식점명","중문모메든식당"
"개요","제주 서귀포에서 유일하게 와인과 함께 할 수 있는 흑돼지 전문점 제주 중문 모메든 식당입니다. 제주 서귀포 맛집 모메든은 제주도 방언입니다. 마음에 든다는 말로써 이름부터 마음에 들듯이 제주 생근고기 전문 흑돼지 맛집입니다. 제주 중문 맛집 모메든식당은 주자창도 있어 편하게 오셔서 드시면 됩니다. 와인 전문 식당답게 가성비 좋고 맛있는 와인을 판매도 하고 있습니다. 인테리어도 펜션 느낌이 나고 외관도 내부도 정말 깔끔합니다. 야외 잔디에서 아이들이 뛰어놀기에도 좋고 연탄불에 구워먹으면 정말 맛있습니다. 찬들은 셀프코너에서 무제한으로 먹을 수 있습니다. 애견동반식당으로 강아지 애견동반 식사가 가능합니다. 제주 흑돼지맛집 모메든식당 찾아주시면 보다 최고 서비스로 보답하겠습니다. 감사합니다. 나눔한라봉농장, 제주휴펜션이 인접해 있습니다."
"주소","제주 서귀포시 일주서로 508"
"주소(도로명)","제주특별자치도 서귀포시 일주서로 508"
"주소(지번주소)","제주특별자치도 서귀포시 하원동 1381-1"
"대표번호","0507-1415-8205"
"영업시간","17:00 - 22:00"
"휴무일","없음"
"취급메뉴","흑돼지 김치찌개, 비빔냉면"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 뷰가 좋아요, 주차하기 편해요"
