"관광타입","음식점"
"음식점명","위미항활어회센터"
"개요","위미항에 위치한 저희 위미항활어회센터는 각종 활어 및 해산물들을 취급하며, 지역 어촌계와의 연계로 항상 싱싱하고 품질좋은 수산물들을 저렴한 가격에 제공해드립니다. 제주 금호리조트에서 차량 5분 거리, 코업시티 하버뷰에서 차량 3분 거리에 위치해 있습니다. 다양한 활어회 와 해산물 포장이 가능하며, 2층은 초장집으로 식사 가능 합니다. 주변 관광지는 위미 동백나무 군락지, 쇠소깍, 휴애리, 사려니숲길, 코코몽랜드 등이 있습니다. 위미항 동쪽 빨간 등대가 인접해 있습니다."
"주소","제주 서귀포시 남원읍 위미중앙로196번길 6-37"
"주소(도로명)","제주특별자치도 서귀포시 남원읍 위미중앙로196번길 6-37"
"주소(지번주소)","제주특별자치도 서귀포시 남원읍 위미리 1757-12"
"대표번호","064-764-3530"
"영업시간","11:00/16:00 - 21:00"
"휴무일","매주 일요일"
"취급메뉴","다금바리, 능성어"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 가성비가 좋아요, 친절해요, 주차하기 편해요"
