"관광타입","음식점"
"음식점명","찰스앤바비펍&라운지"
"개요","찰스앤바비는 웨스턴과 한국의 것을 믹스하고 재해석한 Pub,Lounge로써, 이와 어울리는 다양한 쥬류와 음식 그리고 음악을 제공하는 복합문화공간을 지향합니다.  Alcohol 전통주를 활용한 다양한 시그니쳐 칵테일과 웨스턴의 클래식한 칵테일, 찰스앤바비에서 즐겁게 소비될 수 있도록 신중히 셀렉된 와인, 다양한 위스키와 리큐르 그리고 부자진과 신례명주와 같은 프리미엄 한국 전통주를 선보인다.  Food 메이플훈제통삼겹, 낙지젓파스타, 잠봉뵈르, 우유푸딩 등 선보이는 주류에 페어링되는 키치한 음식을 제공한다.  Music 그 날의 날씨와 분위기 그리고 찾아와주시는 손님들과 녹아날 수 있는 노래가, 장르와 국적 구분 없이 흘러 나온다.  Event ,party 주말 디제잉을 통해 공간과 게스트분들께 즐거운 에너지를 주고 있으며, 특별한 날에는 인스타 공지를 통해 팝업형태의 이벤트나 파티를 제안한다.  Pub, Lounge. Western and Korean Classic mix in the modern art way. 스테이인터뷰제주, 바다공인중개사가 인접해 있습니다."
"주소","제주 서귀포시 중문관광로 288 지하 1층"
"주소(도로명)","제주특별자치도 서귀포시 중문관광로 288"
"주소(지번주소)","제주특별자치도 서귀포시 대포동 1695"
"대표번호","0507-1313-3617"
"영업시간","19:00 - 02:00"
"휴무일","전화문의"
"취급메뉴","메이플 훈제 통삼겹, 시그니쳐 칵테일"
"주차시설 유무","있음"
"리뷰키워드","인테리어가 멋져요, 음악이 좋아요, 술이 다양해요, 음식이 맛있어요, 친절해요"
