"관광타입","음식점"
"음식점명","솥뚜껑흑돼지 "
"개요","한라 골든타임 9월 신상 오픈했습니다. 한라산 뷰가 멋진 솥뚜껑에 구워 먹는 제주 돼지, 흑돼지, 제주 토종닭 장작 바비큐입니다. 제주 흑돼지, 제주돼지 삼겹살, 목살, 특수 주먹 구이, 제주 토종닭 볶음탕 한라산 표고버섯, 제주 콩나물, 제주 감자, 새송이버섯, 마늘, 제주 맑은 물에 자란 아삭한 김치 묵은지까지 해서 모든 걸 제주가 다했습니다. 예약제로 받고 있습니다. 감사합니다. 양마단지상회, 제주캠핑장이 인접해 있습니다."
"주소","제주 서귀포시 516로 574-23 캠파제주 캠핑장내 주차장옆 잔디밭쪽"
"주소(도로명)","제주특별자치도 서귀포시 516로 574-23"
"주소(지번주소)","제주특별자치도 서귀포시 상효동 1116-1"
"대표번호","0507-1372-8055"
"영업시간","13:00-21:00"
"휴무일","매주 목요일"
"취급메뉴","제주토종닭볶음탕,  제주 특수부위 "
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 친절해요, 재료가 신선해요, 인테리어가 멋져요"
