"관광타입","음식점"
"음식점명","그늘집"
"개요","우직하게 걸어온 해장국 외길 인생, 안녕하세요. 소담은 해장국 그늘집입니다. 소고기 양지, 사태로 육수를 내고, 정성껏 준비한 신선한 재료들로 밥 한 끼 따뜻하게 할 수 있는 곳입니다. 푹 고아 나온 육수를 하루 숙성시켜 기름기를 100프로 제거하여 깔끔하고 담백한 맛으로 만들고 있습니다. 우 기름이 들어가야 고소한 맛이 더하지만, 고소한 맛보다는 건강한 맛을 조금 더 챙겼습니다. 항상 최선을 다 할 것을 다짐하며, 한 분 한 분께 정성을 다한 음식으로 보답하겠습니다. 한 번도 안 먹어본 사람은 있어도 한 번만 먹어본 사람은 없다. 라는 신념으로 최선을 다하겠습니다. 서귀포시 신서귀로51번길 11 입니다. 맛있게 준비해 놓겠습니다. 제주고기, 오션스카이아파트가 인접해 있습니다. "
"주소","제주 서귀포시 신서귀로51번길 11"
"주소(도로명)","제주특별자치도 서귀포시 신서귀로51번길 11"
"주소(지번주소)","제주특별자치도 서귀포시 법환동 736"
"대표번호","064-901-0408"
"영업시간","06:30-14:00/15:00"
"휴무일","매주 일요일 "
"취급메뉴","소고기해장국, 어린이해장국"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 매장이 청결해요, 재료가 신선해요, 가성비가 좋아요"
