"관광타입","음식점"
"음식점명","민트 레스토랑"
"개요","일본의 유명 건축가인 안도 타다오가 설계했다고 하여 유명해진 휘닉스 제주 섭지코지의 글라스하우스에 자리하고 있는 레스토랑 민트는 파인 다이닝을 선보이는 고급 레스토랑입니다. 미슐랭 가이드에 선정된 김진래 셰프와의 컬래버레이션으로 제주의 맛을 듬뿍 담은 코스요리를 맛보실 수 있습니다. 벽면 전체가 통유리로 되어 있어 섭지코지 주변의 아름다운 경치를 감상하실 수 있습니다. 예약은 캐치 테이블을 통해 가능합니다. 점심시간은 12시부터 14시 30분까지입니다. 라스트 오더는 14시 30분까지입니다. 각 타임별 1시간 30분에서 2시간까지 이용 가능합니다. 12시 예약 선착순으로 홀 끝 쪽 테이블이 배정됩니다. 13시 예약 중간 좌석 및 입구 쪽 테이블이 배정됩니다. 14시 예약 선착순으로 홀 끝 쪽 테이블이 배정됩니다. 14시 30분 예약 중간 좌석 및 입구 쪽 테이블이 배정됩니다. 브레이크 타임은 16시부터 17시입니다. 저녁 시간은 18시부터 21시까지입니다. 라스트 오더는 19시 30분입니다. 선착순으로 홀 끝 쪽 테이블 예약이 가능합니다. 예약 시간이 30분 늦을 시 해당 예약은 자동 취소됩니다. 예약 시간을 꼭 준수해 주셔야 다음 예약 고객님께 피해 없이 원활한 서비스가 가능합니다. 휘닉스 제주 섭지코지글라스하우스, 유민미술관이 인접해 있습니다."
"주소","제주 서귀포시 성산읍 섭지코지로 93-66"
"주소(도로명)","제주특별자치도 서귀포시 성산읍 섭지코지로 93-66"
"주소(지번주소)","제주특별자치도 서귀포시 성산읍 고성리 182"
"대표번호","064-731-7773"
"영업시간","11:00-21:00"
"휴무일","없음"
"취급메뉴","부드럽게 익힌 제주 돼지고기 포르케타와 베이컨 소스, 제주 생선 튀김"
"주차시설 유무","있음"
"리뷰키워드","뷰가 좋아요, 음식이 맛있어요, 특별한 날 가기 좋아요, 특별한 메뉴가 있어요, 친절해요"
