"관광타입","음식점"
"음식점명","기쁨이네해물탕앤돌솥밥"
"개요","살아 있는 해물만을 엄선하여 신선하고 얼큰하며 또한 시원한 국물 맛이 일품인 해물탕, 신선한 해물과 콩나물이 어우러진 찜의 진수 해물찜, 신선한 전복과 전복 내장을 쌀과 볶아서 지은 고소한 전복 돌솥밥, 제주산 시래기를 직접 재배한 청정 무청 시래기로 지은 무청 시래기 돌솥밥 등이 있습니다. 건강과 웰빙을 충족시키는 맛은 제주 일품입니다. 함덕해수욕장, 유탑유블래스호텔, 에벤에셀호텔이 인접해 있습니다."
"주소","제주 제주시 조천읍 신북로 527-1 기쁨이네해물탕앤돌솥밥"
"주소(도로명)","제주특별자치도 제주시 조천읍 신북로 527-1"
"주소(지번주소)","제주특별자치도 제주시 조천읍 함덕리 1269-17"
"대표번호","064-782-8085"
"영업시간","07:00-22:00"
"휴무일","첫째, 둘째, 셋째, 넷째 목요일"
"취급메뉴","해물탕, 성게미역국"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 인테리어가 멋져요, 재료가 신선해요, 친절해요, 특별한 메뉴가 있어요"
