"관광타입","음식점"
"음식점명","뽕끄랑 "
"개요","저희 뽕끄랑은 푸드카페입니다. 카페보다는 다양한 식사를 제공하고 흔히 말하는 레스토랑은 아니지만  깔끔한고 편안한 분위기를 느끼실 수 있습니다. 식사로는 카레, 돈가스를 제공하고 있습니다. 돈가스는 제주산 흑돼지의 두툼한 등심을 쓰고 있으며 비린내를 제거하고 한층 더 부드러움을 느끼실 수 있습니다. 푸드 카페인만큼 다양한 종류의 커피, 차, 음료, 맥주  등을 제공하고 있습니다. 편안한 분위기에서 식사와 휴식을 취할 수 있습니다. 남녀 화장실이 구분되어 있고 청결합니다. 야외 테라스와 잔디마당이 있고, 가게 어느 자리에서든 한라산과 서귀포 시내를 한눈에 감상하실 수 있습니다. 저희 가게에서 맛있는 식사와 차, 편안함을 느끼실 수 있었으면 좋겠네요. 남성마을, 외돌개가 인접해 있습니다."
"주소","제주 서귀포시 남성로138번길 1 1층 뽕끄랑"
"주소(도로명)","제주특별자치도 서귀포시 남성로138번길 1"
"주소(지번주소)","제주특별자치도 서귀포시 서홍동 644-10"
"대표번호","064-763-3930"
"영업시간","11:00 - 20:00"
"휴무일","첫째, 셋째, 다섯째 화요일"
"취급메뉴","뽕끄랑 흑돼지돈가스, 뽕끄랑 반반카레"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 인테리어가 멋져요, 뷰가 좋아요, 재료가 신선해요"
