"관광타입","음식점"
"음식점명","흑돼지황칠족발 "
"개요","저희 제주흑돼지황칠족발이 2022 KCIA 한국 소비자 산업평가 우수 업체로 선정되었습니다. 최고의 맛은 아닐지라도 전국 3대 족발에는 감히 못 껴들어도 제주 최고의 특산물인 흑돼지로 만든 정말 맛있는 족발을 만들어보자 노력해 온 결과라 생각합니다. 앞으로도 제주에 계시는 또한 제주를 찾아주시는 모든 분들에게 기억에 남는 족발을 대접할 수 있도록 노력하겠습니다. 모든 고객님들께 진심으로 감사드립니다. 홍마트, 하모체육공원이 인접해 있습니다."
"주소","제주 서귀포시 대정읍 최남단해안로 20"
"주소(도로명)","제주특별자치도 서귀포시 대정읍 최남단해안로 20"
"주소(지번주소)","제주특별자치도 서귀포시 대정읍 하모리 2126-2"
"대표번호","064-792-5882"
"영업시간","14:00 - 23:30 "
"휴무일","매주 월요일"
"취급메뉴","흑돼지족발, 흑돼지냉채족발"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 가성비가 좋아요, 재료가 신선해요, 매장이 청결해요"
