"관광타입","음식점"
"음식점명","문어빵빵"
"개요","제주도 작은 공간에서 도란 하게 이야기 나누며 음식을 만들고 이야기를 나눌 수 있는 공간이 되었으면 합니다. 시원한 생맥주에 큼직한 문어가 들어있는 타코야끼와 제주의 딱새우와 양지가 들어간 야끼소바, 닭 목살 튀김으로 간단하게 맥주 한잔하기 좋은 곳입니다. 가족, 연인, 친구 모두 함께 하기 좋은 사랑방 같은 공간으로 기억되고 싶어요. 김보성치과의원, 한림이야기가 인접해 있습니다."
"주소","제주 제주시 한림읍 한림로 668"
"주소(도로명)","제주특별자치도 제주시 한림읍 한림로 668"
"주소(지번주소)","제주특별자치도 제주시 한림읍 한림리 1217-1"
"대표번호","010-8633-3512"
"영업시간","11:00 - 18:00"
"휴무일","매주 월요일, 일요일"
"취급메뉴","타코야끼, 명란치즈타코야끼"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 혼밥하기 좋아요, 친절해요, 인테리어가 멋져요, 특별한 메뉴가 있어요"
