"관광타입","음식점"
"음식점명","보름숲 "
"개요","높다랗게 줄지은 나무들 뒤에 숨은 이곳을 발견하고 낙원이다, 생각했습니다. 여기에 사람들을 불러 모아 매일 축제를 열어야겠다, 마음먹었습니다. 둥근 달을 닮아 보름 숲이라 이름 짓고 축제의 불을 피워 고기를 굽고 향긋한 마실 거리를 잔뜩 재워뒀습니다. 이곳은 매일이 보름,  날마다 축제 오늘의 낙원입니다. 은애농원, 과랑과랑이 인접해 있습니다."
"주소","제주 서귀포시 1100로 255 "
"주소(도로명)","제주특별자치도 서귀포시 1100로 255"
"주소(지번주소)","제주특별자치도 서귀포시 회수동 238-1"
"대표번호","0507-1484-1041"
"영업시간","17:00-23:00"
"휴무일","매주 화요일"
"취급메뉴","망우리불 훈중구이셋트, 보름 숙성 셋트"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 고기 질이 좋아요, 야외 공간이 멋져요, 인테리어가 멋져요, 친절해요"
