"관광타입","음식점"
"음식점명","불닭공장 이도점"
"개요","맛있게 매운 제주 대표 불닭 전문점입니다. 한국인의 입맛을 사로잡은 매운 맛의 진수, 화학조미료를 쓰지 않은 닭공장만의 특제 양념소스를 이용, 직화로 구워내어 맛 뿐만아니라 건강까지 책임지는 맛있게 매운맛입니다. 불닭공장 제주본점은 국내산을 이용하며 1차 100도 이상의 고온에서 삶고 2차 380도 고온에서 직화 조리되므로 건강과 맛을 보장합니다. 2004년부터 시작 된 제주 대표 불닭 전문점입니다. 늘 변함없는 고객 감동을 위하여 더 좋은 환경과 서비스로 보답 하겠습니다. 많은 관심과 사랑 부탁드립니다. 감사합니다. 이도 한일 베라체, 뚜레쥬르가 인접해 있습니다."
"주소","제주 제주시 승천로 83 1층"
"주소(도로명)","제주특별자치도 제주시 승천로 83"
"주소(지번주소)","제주특별자치도 제주시 아라이동 3003-11"
"대표번호","0507-1476-9206"
"영업시간","17:00 - 23:00"
"휴무일","매주 수요일"
"취급메뉴","불닭날개, 오돌뼈"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 양이 많아요, 특별한 메뉴가 있어요"
