"관광타입","음식점"
"음식점명","함덕족발스로운"
"개요","제주산 돼지고기를 매일 삶아서 고객분들에게 진심을 담아 제공하는 함덕족발스로운입니다. 족발 특유의 담백한 맛을 살리기 위해 최대한 자극적이지 않은 건강 약재만을 사용하여 족발을 삶고 있으며, 최고급 천일염으로 맛을 더해 최고의 족발 맛을 선보이기 위해 노력하고 있습니다. 함덕해수욕장 최고의 족발집으로 자리매김하기 위해 참되고 성실한 그 마음, 정성으로 깊은 감동과 함께 진하게 느껴지는 건강한 족발 맛을 선사해 드리기 위해 노력 중입니다. 포장하는 고객분들은 3천 원 할인 혜택도 제공해 드리니 저희 매장에서 제주의 특별한 족발 맛을 느껴보시기 바랍니다. 감사합니다. 함덕해수욕장, 함덕바다정류장, 털보식당이 인접해 있습니다."
"주소","제주 제주시 조천읍 함덕18길 1 1층"
"주소(도로명)","제주특별자치도 제주시 조천읍 함덕18길 1"
"주소(지번주소)","제주특별자치도 제주시 조천읍 함덕리 963-1"
"대표번호","0507-1384-8231"
"영업시간","15:00-22:30"
"휴무일","매주 수요일"
"취급메뉴","족발, 보쌈"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요"
