"관광타입","음식점"
"음식점명","우도꽃길 "
"개요","우도에서 가장 맛있는 수제 로제 통새우버거와 수제 우도땅콩 버거와 대왕고기 해물짬뽕을 즐기실 수 있는 우도꽃길 입니다. 저희 우도꽃길은 전 메뉴 수제로 만들어지고 있고 특히 메인 메뉴 수제 로제 통새우 버거와 수제 우도땅콩 버거와 대왕고기해물짬뽕은 매우 예술적인 맛 입니다. 국내최초, 해안도로에 있는 1200평 팜파스 그라스 꽃정원 입니다. 최고의맛 최고의 서비스로 예술적인 맛을 보여드리도록 하겠습니다. 만여그루의 꽃이 예쁘게 심어져있습니다. 저희 우도꽃길 브런치 카페에서 예쁜 꽃들과 우도에 에메랄드빛 바다 덕분에 눈도 즐겁고 예술적인 맛, 수제 로제 통새우 버거와 수제 우도땅콩 버거와 대왕고기해물짬뽕 덕분에 입도 즐겁고 파도소리에 귀도 즐거운 일석3조의 행복을 누리고 가시기 바랍니다. 우도에서 국내최초로 바다뷰, 꽃뷰를 모두 즐기시고 좋은추억 많이 만들어 가시기 바랍니다. 주홍동방파제, 오봉리사무소가 인접해 있습니다."
"주소","제주 제주시 우도면 우도해안길 576"
"주소(도로명)","제주특별자치도 제주시 우도면 우도해안길 576"
"주소(지번주소)","제주특별자치도 제주시 우도면 연평리 811-1"
"대표번호","064-782-5730"
"영업시간","08:30-19:00"
"휴무일","전화문의"
"취급메뉴","수제 로제 통새우버거, 수제 우도땅콩 빅 더블 버거"
"주차시설 유무","있음"
"리뷰키워드","뷰가 좋아요, 친절해요, 인테리어가 멋져요, 매장이 청결해요, 음식이 맛있어요"
