"관광타입","음식점"
"음식점명","돈떵이 용담점"
"개요","1. 정말 좋은 고기만 취급하겠습니다. 흑돼지가 아닌 백돼지를 판매하고 있기 때문에 가격도 되게 저렴하고, 좋은질의 고기를 손님들이 맛있게 먹을 수 있도록 노력하고 있습니다. 2. 고기를 180g이 아니라, 200g 1인분으로 계량하기 때문에 다른 곳보다 양이 더 많습니다. 3. 살코기를 더 좋아하면 살코기가 많은 부위를 가져다 주시고, 비계가 많은 쪽을 원하시면 비계가 많은 쪽으로 가져다 주십니다. 4. 제주 용담해안도로 쪽에 위치하고 있어서 찾기도 쉽고, 늦게까지 장사합니다. 5. 제주도 백돼지의 근본을 보여드리겠습니다. 준이반점, 부가네얼큰이가 인접해 있습니다."
"주소","제주 제주시 용담로 28"
"주소(도로명)","제주특별자치도 제주시 용담로 28"
"주소(지번주소)","제주특별자치도 제주시 용담이동 931-7"
"대표번호","0507-1385-1380"
"영업시간","15:00~24:00"
"휴무일","없음"
"취급메뉴","근고기, 김치찌개"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 가성비가 좋아요, 양이 많아요"
