"관광타입","음식점"
"음식점명","칼국수연구소"
"개요","거제도에서 제주도로 이사 왔습니다. 직접 족타와 수타한 시금치 반죽을 저온 숙성해 사용합니다. 강원도 덕장에서 공수한 황태로 직접 육수를 끓입니다. 순창 고춧가루로 직접 만들어 숙성한 다진 양념으로 매일 겉절이를 만듭니다. 사용하는 모든 소스와 양념은 직접 만들어 사용합니다. 그 외 주재료들은 시골에서 농사지은 국내산 100퍼센트를 가져와 사용합니다. 30년 경력의 손맛으로 건강을 요리해 드립니다. 고집스럽게 좋은 재료로만 정성껏 만들어 드립니다. 눈과 입이 즐거운 칼국수연구소입니다. 성산 흑돼지 갈치조림 청솔나무집, 성산이용원이 인접해 있습니다."
"주소","제주 서귀포시 성산읍 성산중앙로 26 칼국수연구소"
"주소(도로명)","제주특별자치도 서귀포시 성산읍 성산중앙로 26"
"주소(지번주소)","제주특별자치도 서귀포시 성산읍 성산리 171-5"
"대표번호","0507-1372-3128"
"영업시간","10:00-20:00"
"휴무일","전화문의"
"취급메뉴","파스타칼국수, 보말전복칼국수"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 매장이 청결해요, 친절해요, 양이 많아요"
