"관광타입","음식점"
"음식점명","송악돈보리볏짚초벌"
"개요","송악산 둘레길 부근에 있는 저희 송악돈은 흑돼지 근고기를 전문으로 하고 있으며 보리볏짚초벌로 볏짚 향이 솔솔 베인 풍미 깊은 흑돼지를 맛보실 수 있습니다. 제주의 푸른 바다를 식사하는 내내 눈에 담을 수 있으니 송악돈을 많이 찾아주세요. 11시부터 14시까지는 런치타임으로 세트 메뉴를 저렴하게 즐기실 수 있습니다. 마라도여객선 매표소가 인접해 있습니다."
"주소","제주 서귀포시 대정읍 형제해안로 316 1층"
"주소(도로명)","제주특별자치도 서귀포시 대정읍 형제해안로 316"
"주소(지번주소)","제주특별자치도 서귀포시 대정읍 상모리 133-1"
"대표번호","0507-1425-6628"
"영업시간","10:00 - 21:00"
"휴무일","없음"
"취급메뉴","숙성흑돼지근고기, 숙성흑돼지가브리살"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 매장이 청결해요, 매장이 넓어요"
