"관광타입","음식점"
"음식점명","제이학센"
"개요","제주공항 무지개해안도로 오션뷰 레스토랑입니다. 100평 규모, 전 좌석 오션뷰, 맛보장 맛집입니다. 제주 흑돼지를 특별한 바베큐로 먹는 곳입니다. 최애 메뉴로 흑돼지, 한치, 딱새우, 뿔소라 파스타가 있습니다. 존맛탱으로 흑돼지 로코모코, 전복 리조또가 있습니다. 오직 제이학센에서만 느낄 수 있는 행복, 한번오고 두번오는 찐 맛집입니다. 제주국제공항, 세븐일레븐, 바다길횟집이 인접해 있습니다."
"주소","제주 제주시 서해안로 232 1층"
"주소(도로명)","제주특별자치도 제주시 서해안로 232"
"주소(지번주소)","제주특별자치도 제주시 도두일동 1727-5"
"대표번호","0507-1320-8616"
"영업시간","11:00~23:30"
"휴무일","전화문의"
"취급메뉴","제이 흑돼지 학센, 제이 커리부어스트"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 뷰가 좋아요, 재료가 신선해요, 매장이 넓어요"
