"관광타입","음식점"
"음식점명","라신비라멘 제주"
"개요","제주도 한림에서 이번 6월에 오픈한 라신비입니다. 세프는 일본 오사카에서 20년간 음식점을 경영하다 고향에 귀향하여 고향의 맛을 살린 라면을 개발하였습니다. 욕심 없이 그저 맛있는 음식을 대접하고 싶다는 소박한 마음으로 바닷가 작은 곳에 오픈을 하게 되었습니다. 멋지지 않고 화려하지 않지만 그저 좋아하는 바다와 함께 추억을 나누고 싶은 분들과 함께 하고 싶습니다. 음식 재료 하나 하나 건강에 유의하여 만들고 일본 전통의 기술과 제주의 신선한 재료를 조합하여 만들었습니다. 냉 라면 또한 이 여름에 자신 있게 내놓는 상품이며 소꼬리 카레와 뜨거운 라면 이 세 가지만으로 만든 라신비의 라면집으로 당신을 초대합니다. 라신비, 해운사가 인접해 있습니다."
"주소","제주 제주시 한림읍 한림해안로 548"
"주소(도로명)","제주특별자치도 제주시 한림읍 한림해안로 548"
"주소(지번주소)","제주특별자치도 제주시 한림읍 귀덕리 3895"
"대표번호","010-9885-2797"
"영업시간","09:00 - 19:00"
"휴무일","매주 수요일"
"취급메뉴","미소라멘, 소유라멘"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 특별한 메뉴가 있어요, 재료가 신선해요, 혼밥하기 좋아요"
