"관광타입","음식점"
"음식점명","SATO"
"개요","TEPPANYAKI DINING. 사전 예약 필수, 당일예약 가능합니다. 저희 SATO는 신라호텔 출신의 철판요리 경력 20년 사장님의 노하우가 스며든 식당으로 다양한 식재료를 활용한 철판요리와 다양한 주류를같이 즐길 실 수 있습니다. 음식에 대한 철학과 신념 그리고 이 공간이 주는 편안함과 즐거움을 통해 저희 가게를 방문해 주시는 고객님들에게 좋은 추억으로 남고 싶습니다. 항상 어제보다 더 노력하고 발전하는 SATO가 되도록 하겠습니다. 오늘 하루도 방문해주셔서 감사합니다. 신라면세점, 나니와, 엄마손횟집이 인접해 있습니다."
"주소","제주 제주시 연동3길 36"
"주소(도로명)","제주특별자치도 제주시 연동3길 36"
"주소(지번주소)","제주특별자치도 제주시 연동 252-40"
"대표번호","064-738-7892"
"영업시간","17:30~22:00"
"휴무일","전화문의"
"취급메뉴","생선구이, 제주산 전복 구이"
"주차시설 유무","없음"
"리뷰키워드","음식이 맛있어요, 친절해요, 특별한 날 가기 좋아요, 재료가 신선해요, 특별한 메뉴가 있어요"
