"관광타입","음식점"
"음식점명","로맨틱새우 애월곽지본점"
"개요","제주 애월 곽지 해수욕장에 위치한 새우 요리 전문점입니다. 모든 메뉴에는 새우가 들어가 있으니 참고해 주세요. 곽지 해수욕장에서 가까워 바다 구경하거나 해수욕하고 나서 먹기 편하고, 큰 공용 주차장이 바로 옆에 붙어있어서 주차하기 매우 편리합니다. .대표 메뉴는 BBQ 쉬림프, 코코넛 쉬림프, 빅뱅 쉬림프와 쉬림프 파스타가 있습니다. 레드 빅뱅, 코코넛, 버터 갈릭 메뉴에 들어가는 새우는 일일이 까면서 작업을 하고 있어서 다른 새우와는 식감이 다릅니다. 다양한 맥주가 준비되어 있으며 새우와 잘 어울리는 코젤 다크 시나몬은 최고 인기 맥주입니다. 깔끔한 인테리어로 커플 및 가족 외식하기 좋은 장소입니다. 아이를 위한 키즈밀도 준비되어 있어 아이와 같이 와서 밥 먹기 좋습니다. 혼자 와서 혼밥할 수 있는 자리도 있으며, 음식도 금방 나와 포장하기도 좋아요. 제주 애월 곽지해수욕장에서 오시면 꼭 한 번 방문해 보세요. 곽지스위트펜션, 곽지리재활용도움센터가 인접해 있습니다."
"주소","제주 제주시 애월읍 곽지1길 12-12"
"주소(도로명)","제주특별자치도 제주시 애월읍 곽지1길 12-12"
"주소(지번주소)","제주특별자치도 제주시 애월읍 곽지리 1584-5"
"대표번호","0507-1335-1588"
"영업시간","11:00 - 21:00"
"휴무일","없음"
"취급메뉴","레드빅뱅 쉬림프, 코코넛 쉬림프"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 특별한 메뉴가 있어요, 주차하기 편해요, 친절해요, 재료가 신선해요"
