"관광타입","음식점"
"음식점명","자연샤브"
"개요","아침에 가게 문을 열면 화분에 물을 주며 하루를 시작합니다. 그러고 나서 테이블과 바닥을 닦고 있으면 식자재 배송 삼촌이 푸르뎅뎅한 야채를 한껏 싣고 옵니다. 오늘은 청경채가 좋네, 비트 알이 너무 작다, 검수를 꼼꼼히 하고 정리를 합니다. 주방에서는 탁탁탁 야채 써는 소리와, 펄펄 끓는 육수 소리로 분주합니다. 선홍빛 고기를 썰 때쯤 첫 손님이 들어오시고 그렇게 하루 장사를 시작합니다. 가게 바로 건너 사는 단골손님이 계십니다. 오늘은 점심에 오셔서 너무 잘 먹었다고 웃으며 말씀하십니다. 이렇게 팔면 뭐가 남아요, 많이 파니, 많이 남던데요라고 웃으며 대답해 드립니다. 저녁엔 예약 손님이 많은 편입니다. 예약 장부를 정리하다 보니, 오늘은 절친한 친구의 가족이 예약을 했습니다. 식당 하나를 차려 나도 먹고살고 친구 가족도 먹인다고 생각하니 책임감이 따르고 보람이 큽니다. 저녁 장사를 마무리 하면서 가게를 둘러보면 같이 고생하는 자연샤브 가족들에게 고마운 마음이  듭니다. 간격은 넓게, 의자는 소파 형식으로 길게 만들어 편안한 자리를 제공하고 있습니다. 퇴근 시간이 되어 내일 봅시다라는 인사 속에 고마움을 담아봅니다. 자연샤브는 자연의 깨끗함과 편안함을 옮겨 놓은 식당이 되고 싶습니다. 그래서 어떻게 하면 손님들께 깨끗하고 편안한 식사를 제공할 수 있을지 고민을 많이 합니다. 야채는 매일매일 배송받아 직접 검수를 하고 무르거나 상태 좋지 않은 야채는 사용하지 않습니다. 계란죽에 들어가는 계란은 꼭 3, 4번은 채에 걸러서 죽을 만들 때 뭉치지 않도록 했습니다. 샐러드에 뿌리는 흑임자 소스는 직접 흑깨를 갈아서 만들고, 간장 피클도 직접 장을 끓여 담그고 있습니다. 주차장을 넓게 만들어서 주차 문제로 고민할 필요가 없습니다. 야채 리필바를 만들어서 따로 야채를 더 시키지않고 신선한 야채를 마음껏 드실 수 있습니다. 제주의 신선함과 편안함을 맛보시려면 자연샤브를 찾아주세요. 제주감귤농협, 카페랑스가 인접해 있습니다."
"주소","제주 서귀포시 동홍로 188"
"주소(도로명)","제주특별자치도 서귀포시 동홍로 188"
"주소(지번주소)","제주특별자치도 서귀포시 동홍동 1133"
"대표번호","0507-1317-7632"
"영업시간","11:00 - 21:00"
"휴무일","없음"
"취급메뉴","월남쌈샤브, 월남명품버섯샤브"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 매장이 넓어요, 양이 많아요"
