"관광타입","음식점"
"음식점명","내손에쏙물회제주 구좌읍평대리"
"개요","경북 영덕에서 시작되어서 SBS와 유튜브 등 여러 방송에도 나왔던 물회 맛집 내손에 쏙물회입니다. 이제 제주도에서도 맛볼 수 있습니다. 획기적인 아이디어로 1리터 컵에 포장되어 즉석에서 바로 먹을 수 있는 컵 물회입니다. 그뿐 아니라 매장 식사도 가능한 물회 앤 회덮밥, 매운탕까지 서비스로 나오니 가성비 갑 맛도 일품 제주 특산품인 한치와 전복으로도 물회를 즐기실 수도 있습니다. 그리고 가을, 겨울에는 활우럭이 통째로 들어간 우럭 매운탕과 회덮밥 세트를 2인부터 4인까지 드실 수 있게 준비되어 있습니다. 또한 회를 좋아하시는 분들은 모듬회 세트를 드실 수 있게 준비되어 있는데 저희는 물회 전문점이기 때문에 많은 사이드 메뉴가 나오지 않고 메인 메뉴인 물회와 회덮밥이 제공됩니다. 많이 찾아 주세요. 정성껏 대접하겠습니다. 평대반점, 봉쟈블루스가 인접해 있습니다."
"주소","제주 제주시 구좌읍 해맞이해안로 1142"
"주소(도로명)","제주특별자치도 제주시 구좌읍 해맞이해안로 1142"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 평대리 2031-34"
"대표번호","0507-1477-1142"
"영업시간","12:00 - 19:00"
"휴무일","매주 수요일"
"취급메뉴","물회, 회덮밥"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 매장이 청결해요, 뷰가 좋아요"
