"관광타입","음식점"
"음식점명","제주밀라네사뷔페"
"개요","제주도 뷔페 밀라네사 소개 입니다. 삼화지구 도련동 Moms Heaven 제주 밀라네사의 슬로건은 어머님들의 천국입니다. 식사 한끼 제대로 하기 힘든 현대 어머님들의 일상에서 휴가처럼 느껴질 수 있는 공간을 만들고자 하는 취지에서 밀라네사가 탄생했습니다. 깔끔한 개인 수유실과 안전하고 실속있는 고급 놀이방 시설, Imagination Playground 설치를 갖춘 밀라네사는 한끼라도 편안하게 드실 수 있도록 최선을 다하고 있습니다. 저희 메뉴는 수제 돈까스와 기본 샐러드바이며 커피 무료 Take out은 물론 조용히 커피와 경관을 즐기실 수 있는 테라스 공간도 있습니다. 40가지의 수제흑돼지돈까스 및 샐러드 뷔페, 디저트 음료 포함, 주류 별도 150석 완비 및 각종 돌잔치, 피로연, 생일파티 단체 행사 모임 가능, 단체할인가 적용, 수유실, 놀이방, 테라스 설치 및 커피 테이크아웃 가능합니다. 일회용컵 실내 사용 금지, 건물 옆 밀라네사 전용 지상 주차장 완비, 주변 주민들의 편의를 전용 주차장 혹은 가게 앞 주차 부탁드립니다. 도련주공아파트, 미듬하나로아파트가 인접해 있습니다."
"주소","제주 제주시 매촌2길 78"
"주소(도로명)","제주특별자치도 제주시 매촌2길 78"
"주소(지번주소)","제주특별자치도 제주시 도련일동 1751-7"
"대표번호","0507-1326-1014"
"영업시간","11:30-21:00"
"휴무일","없음"
"취급메뉴","수제돈까스, 샐러드"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 가성비가 좋아요, 메뉴 구성이 알차요, 친절해요, 매장이 넓어요"
