"관광타입","음식점"
"음식점명","돈사향 서귀포점 "
"개요","자체유통 시스템으로 저온숙성돼지를 아주 신선하고 저렴한 가격으로 준비했습니다. 호텔 17년경험의 와인소믈리에 사장님이 운영하여 와인과도 같이 즐길 수 있는 곳입니다. 와인과 제주흑돼지양념갈비와 특수부위의 마리아쥬를 느껴보세요. 와인 콜키지프리도 가능하니 편하게 와인 들고 오셔도 됩니다. 서귀포올레시장근처 아랑조을거리에 위치해있습니다. 천지로 20번지 입니다. 네일더끌림, 석경초밥이 인접해 있습니다. "
"주소","제주 서귀포시 천지로 20 돈사향 서귀포점"
"주소(도로명)","제주특별자치도 서귀포시 천지로 20"
"주소(지번주소)","제주특별자치도 서귀포시 서귀동 295-27"
"대표번호","0507-1495-6900"
"영업시간","17:30-23:00"
"휴무일","없음"
"취급메뉴","아랑조을세트, 흑돼지양념갈비"
"주차시설 유무","있음 "
"리뷰키워드","음식이 맛있어요, 친절해요, 가성비가 좋아요, 재료가 신선해요, 양이 많아요"
