"관광타입","음식점"
"음식점명","어머니와고등어"
"개요","제주 통갈치요리를 항상 연구하고 발전 시켜온 제주어머니와 고등어입니다. 통갈치와 어울리는 환상의 궁합인 돌문어와 전복 조개등을 맛있는 양념과 함께 조려드시는 저희 통갈치조림은 맛도 맛이지만 크기와 신선도에서 최고라는 자부심을 가지고 영업을 해오고 있습니다. 앞으로도 초심을 잃지 않고 제주도 최고의 통갈치요리 전문점으로 발전해 나가겠습니다. 여행과 관광은 보는것도 중요하지만 먹는것도 아주 중요합니다. 어머니와 고등어에서 제주의 참맛을 느껴보고 가시기 바랍니다. 길라임펜션, 오해피데이가 인접해 있습니다."
"주소","제주 제주시 도두봉2길 43"
"주소(도로명)","제주특별자치도 제주시 도두봉2길 43"
"주소(지번주소)","제주특별자치도 제주시 도두일동 1705-2"
"대표번호","064-744-2882"
"영업시간","09:00-21:00"
"휴무일","첫째, 셋째 화요일"
"취급메뉴","성게미역국, 고등어구이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 매장이 넓어요, 주차하기 편해요, 친절해요, 재료가 신선해요"
