"관광타입","음식점"
"음식점명","서프보이"
"개요","서프보이는 디트로이트 스타일 피자를 선보이는 피자 하우스로, 다른 피자에서는 경험하기 어려운 사각형의 바삭한 에지, 넉넉한 치즈와 토핑, 특별한 소스를 선보입니다. 오직 제주 성산에서만 맛볼 수 있는 경험을 놓치지 마세요. 한 테이블 최대 5인까지만 가능합니다. 키즈존을 유지할 수 있도록 아이들 세심한 케어 부탁드립니다. 코업시티호텔 성산, 소심한이층이 인접해 있습니다."
"주소","제주 서귀포시 성산읍 한도로242번길 14 1층"
"주소(도로명)","제주특별자치도 서귀포시 성산읍 한도로242번길 14"
"주소(지번주소)","제주특별자치도 서귀포시 성산읍 성산리 247-2"
"대표번호","064-805-8038"
"영업시간","17:00-22:00"
"휴무일","매주 목요일"
"취급메뉴","리얼 디트로이트, 씨푸드 슈프림"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 인테리어가 멋져요, 매장이 청결해요, 특별한 메뉴가 있어요"
