"관광타입","음식점"
"음식점명","요이땅삐삐 "
"개요","제주 서쪽 일몰이 아름다운 고산리에 위치한 술집입니다. 매주 주말엔 공연도 열립니다. 제주속 이국적인 시골 술집에서 음악과 함께 소소하게 한잔 하며 여행을 마무리 하실 분들에게 최적의 장소입니다. 요이땅삐삐와 펍 바로 옆에는 숙소 요이땅삐삐와 스튜디오가 있습니다. 숙소 예약을 원하시는 분들도 편하게 전화 문의 주시기 바랍니다. 고산성당, 한국뷰티 고등학교, 고산1리 사무소가 인접해 있습니다."
"주소","제주 제주시 한경면 고산로 19"
"주소(도로명)","제주특별자치도 제주시 한경면 고산로 19"
"주소(지번주소)","제주특별자치도 제주시 한경면 고산리 2202"
"대표번호","010-5009-6194"
"영업시간","18:00-01:00"
"휴무일","매주 수요일"
"취급메뉴","세비체와 또띠아칩, 차귀도 준치"
"주차시설 유무","있음"
"리뷰키워드","음악이 좋아요, 음식이 맛있어요, 술이 다양해요, 인테리어가 멋져요, 친절해요"
