"관광타입","음식점"
"음식점명","소랑벨"
"개요","저희는 카페, 식사, 주류, 추억, 낭만을 함께 할 수 있는 공간입니다. 따뜻하게 맞이해준 남원 주민들의  사랑에 보답하기 위해 좋은 재료와 품질을 지키면서 부담 없는 가격에 제공하고 있습니다. 소랑벨은 제주말로 사랑, 별입니다. 늘 가정에 건강과 행복이 가득하기를 소랑벨이 기원합니다. 현재 포장, 배달은 준비 중입니다. 금호제주리조트, 우리건어물이 인접해 있습니다."
"주소","제주 서귀포시 남원읍 남태해안로 101 1층"
"주소(도로명)","제주특별자치도 서귀포시 남원읍 남태해안로 101"
"주소(지번주소)","제주특별자치도 서귀포시 남원읍 남원리 128-30"
"대표번호","0507-1412-9203"
"영업시간","18:00-24:00"
"휴무일","매주 수요일"
"취급메뉴","한우구좌당근 카레라이스, 가지롤 라티니"
"주차시설 유무","있음"
"리뷰키워드","친절해요, 음식이 맛있어요, 인테리어가 멋져요, 음악이 좋아요, 가성비가 좋아요"
