"관광타입","음식점"
"음식점명","한고집"
"개요","저희 업소는 100퍼센트 제주 은갈치만을 사용하며 갈치조림을 저렴한 가격에 부담 없는 먹을거리를 제공하고 있습니다. 갈치조림, 통갈치 구이, 옥돔구이,  고등어구이 메뉴가 있으며 특히 조림은 조미료를 전혀 사용하지 않고 순수 갖은 야채 육수만을 사용하여 조리하므로 건강하고 안심하며 드실 수 있습니다. 함덕자치파출소, 함덕오션그랜드호텔웨딩홀이 인접해 있습니다."
"주소","제주 제주시 조천읍 조함해안로 488-5"
"주소(도로명)","제주특별자치도 제주시 조천읍 조함해안로 488-5"
"주소(지번주소)","제주특별자치도 제주시 조천읍 함덕리 1252-6"
"대표번호","0507-1337-5561"
"영업시간","09:30-21:00"
"휴무일","매주 수요일"
"취급메뉴","제주갈치조림, 통갈치구이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 가성비가 좋아요, 재료가 신선해요, 친절해요, 양이 많아요"
