"관광타입","음식점"
"음식점명","돈블랙 서귀포본점"
"개요","기존 생고기가 돈블랙만의 진공 저온숙성 워터에이징을 만나 뭉쳐 있던 마블링은 꽃처럼 피어나고, 입 안 가득 진한 풍미를 지닌 돈블랙 고기로 화려하게 다시 태어납니다. 어디에서도 볼 수 없는 돈블랙만의 숙성육, 연한 핑크색과 하얀 마블링이 촘촘히 박혀 어우러진 돈블랙 고기는 바짝 익혀도 속의 육즙이 마르지 않아 마지막 한 점까지 우월한 고기 맛을 선사합니다. SINCE 2006 각기 다른 이름으로 고깃집을 운영하다가 2018년 돈블랙 이라는 이름으로 자리를 잡았습니다. 대표님께서 직접 육가공 공장에서 선별한 좋은 고기와 200시간동안 저온 숙성한 고기만을 손님께 제공합니다. 저희 돈블랙은 가족이 운영하는 식당으로, 같은 식구가 먹는다는 생각을 가지고 정직한 음식만을 제공합니다. 아울러 항상 음식을 연구하고 최상의 요리를 만들기 위해 노력합니다. 더디퍼, 해촌바지락이 인접해 있습니다. "
"주소","제주 서귀포시 서호남로32번길 24 1층 돈블랙"
"주소(도로명)","제주특별자치도 서귀포시 서호남로32번길 24"
"주소(지번주소)","제주특별자치도 서귀포시 서호동 1553-7"
"대표번호","0507-1317-0085"
"영업시간","12:00 - 22:00"
"휴무일","전화문의 "
"취급메뉴","숙성 흑돼지 오겹살, 숙성 흑도톰살"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 매장이 청결해요, 주차하기 편해요"
