"관광타입","음식점"
"음식점명","와플칸 동홍점"
"개요","프리미엄 와플 전문점 와플칸입니다. 저희 와플칸에서는 다년간의 노하우로 10가지 곡물과 견과류를 넣어 바삭하고 쫄깃하며 고소한 와플과 당분은 줄이고 순수한 수제 생크림을 사용하여 건강한 먹거리를 만들고 있습니다. 원두 또한 이태리 명품 원두 라바짜 원두를 사용하고 있습니다. 배달의민족으로도 주문 가능합니다. 콘치즈 와플, 아이스크림 와플은 배달 불가입니다. 매장으로 직접 오셔서 드시면 배달이 불가한 콘치즈 와플, 아이스크림 와플 등 따뜻하고 겉바속촉의 다양한 인생 와플을 더욱 맛있게 드실 수 있습니다. 빵이 습기에 약하기 때문에 상품 수령 후 최대한 빠른 시간 내 섭취하시길 강력 추천드립니다. 감사합니다. 인타우트, 충만한교회가 인접해 있습니다."
"주소","제주 서귀포시 동홍중앙로 55 1층"
"주소(도로명)","제주특별자치도 서귀포시 동홍중앙로 55"
"주소(지번주소)","제주특별자치도 서귀포시 동홍동 114-10"
"대표번호","064-733-7877"
"영업시간","12:00 - 23:00"
"휴무일","없음"
"취급메뉴","아메리카노, 단짠해단짠해 브라운치즈"
"주차시설 유무","있음"
"리뷰키워드","디저트가 맛있어요, 가성비가 좋아요, 친절해요, 커피가 맛있어요, 음료가 맛있어요"
