"관광타입","음식점"
"음식점명","돌다메"
"개요","저희 돌다메는 제주 제주시 외도동에 위치하고 있습니다. 신선한 제주도 돼지고기, 흑돼지를 한번에 맛볼 수 있는 곳 입니다. 오겹살, 목살, 항정살, 돈토마호크까지 한번에 맛볼 수 있는 곳 입니다. 여러 음료들과 부담스럽지 않은 가격들의 와인까지 맛볼 수 있는 곳입니다. 합리적인 가격과 가장 제주스럽고 제주감성 물씬나는 돌다메에서맛과 분위기 둘다 챙기시고 경험해 보지 못한 추억 얻어가세요. 주차장시설 완비 입니다. 그라벨 호텔, CU, 어린이공원이 인접해 있습니다."
"주소","제주 제주시 우정로4길 16"
"주소(도로명)","제주특별자치도 제주시 우정로4길 16"
"주소(지번주소)","제주특별자치도 제주시 외도일동 413-5"
"대표번호","0507-1330-4789"
"영업시간","12:10/15:00~22:00"
"휴무일","전화문의"
"취급메뉴","제주 생오겹살, 제주 생목살"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 인테리어가 멋져요, 매장이 청결해요"
