"관광타입","음식점"
"음식점명","문경회센터  "
"개요","제주시 아라동에 위치한 도민들이 사랑하는 횟집 문경회센터입니다. 문씨성을 가진 남자 사장님과 경희라는 예쁜 이름을 가진 여자 사장님의 이름에서 한 글자씩 따서 지은 이름입니다. 부부가 이름을 걸고 운영하는 만큼 청결함과 정직함을 기본으로 다 년간 아라동에서 사랑받는 횟집으로 성장하고 있습니다. 문경회센터의 자랑인 점심정식 코스와상다리 부러지게 넉넉한 인심까지 담아드리는 한상차림 코스싯가가 아닌 정찰제로 고객의 부담을 덜어드리는 활어회 메뉴그리고 간편하게 즐기는 단품 메뉴까지고객님의 요구에 부응하는 다양한 메뉴를 운영하고 있습니다. 관광객분들과 도민분들의 많은 관심과 사랑 부탁드립니다. 아라초등학교, 장미반점, 리플학원이 인접해 있습니다."
"주소","제주 제주시 인다7길 10 문경빌라"
"주소(도로명)","제주특별자치도 제주시 인다7길 10"
"주소(지번주소)","제주특별자치도 제주시 아라일동 6103-3"
"대표번호","064-724-1002"
"영업시간","11:00-22:00"
"휴무일","매주 월요일"
"취급메뉴","매운탕, 활어지리탕"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 양이 많아요, 가성비가 좋아요"
