"관광타입","음식점"
"음식점명","우도밥상 "
"개요","우도밥상은 2002년 횟집으로 시작하여 2013년 트렌드에 맞추어 싱싱한 해산물이 들어간 한식을 마음껏 즐길 수 있는 우도밥상으로 다시 태어났습니다. 우도 출신 부부가 함께 운영하는 해산물 전문 식당으로 우도 해녀들이 잡은 성게와 소라 등으로 정성을 다하여 요리하고 있습니다. 우도의 푸른 바다를 보면서 우도 해산물을 마음껏 즐겨 보시기 바랍니다. 우도 천진항, 서빈백사, 우도유채꽃 정보화마을, 산호해수욕장이 인접해 있습니다."
"주소","제주 제주시 우도면 우도해안길 170"
"주소(도로명)","제주특별자치도 제주시 우도면 우도해안길 170"
"주소(지번주소)","제주특별자치도 제주시 우도면 연평리 2631-1"
"대표번호","064-782-5204"
"영업시간","09:00-21:00"
"휴무일","없음"
"취급메뉴","해물전골, 전복비빔밥"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 주차하기 편해요, 가성비가 좋아요"
