"관광타입","음식점"
"음식점명","이어돈 함덕 그 첫번째이야기"
"개요","2021 제주흑슐랭가이드 흑돼지 부분에서 선정되었습니다. 네이버 영수증 리뷰 함덕 부분 우수 업체입니다. 고객 웨이팅 리뷰 평점 우수업체입니다. 트렌드를 이끄는 국내 최초 감귤 가루 흑돼지를 사용합니다. 네티즌이 선택한 함덕 오션뷰 흑돼지 맛집입니다. 환상의 맛 이어돈입니다. 감귤 시즈닝이 뿌려진 흑돼지의 환상의 맛을 이어돈에 오신 모든 분들께 전해드리고 싶습니다. 교촌치킨 함덕점, 해오반 함덕점, 노른자가 인접해 있습니다."
"주소","제주 제주시 조천읍 조함해안로 514 1층"
"주소(도로명)","제주특별자치도 제주시 조천읍 조함해안로 514"
"주소(지번주소)","제주특별자치도 제주시 조천읍 함덕리 1004-17"
"대표번호","0507-1426-9277"
"영업시간","12:00-22:00"
"휴무일","둘째, 넷째 목요일"
"취급메뉴","흑돼지 근고기, 흑돼지 김치찌개"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 뷰가 좋아요, 재료가 신선해요, 매장이 청결해요"
