"관광타입","음식점"
"음식점명","달빛부둣가 "
"개요","서귀포 오마카세 맛집 중에 최고 갓성비맛집입니다. 바다를 통채로 머금고 있는 달빛부둣가에 오시면 탁 트인 바다 전망과 밤의 야경이 황홀합니다. 자체 어선을 보유하고 있어 신선한 자연산 회를 언제든 맛보실 수 있습니다. 여러분들의 후회없는 선택을 믿습니다. 제주 서귀포시 서귀동 667 36 번지 입니다. 주차는가게 앞 부둣가에 주차하시면 됩니다. 항구횟집, 만부복집이 인접해 있습니다. "
"주소","제주 서귀포시 칠십리로 38-1 서진수산옆 골목"
"주소(도로명)","제주특별자치도 서귀포시 칠십리로 38-1"
"주소(지번주소)","제주특별자치도 서귀포시 서귀동 667-36"
"대표번호","0507-1393-6402"
"영업시간","11:00 - 22:30"
"휴무일","매주 일요일"
"취급메뉴","오마카세, 계절 생선회"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 인테리어가 멋져요, 친절해요, 특별한 메뉴가 있어요"
