"관광타입","음식점"
"음식점명","월정리에서브런치"
"개요","월정리에서 브런치는 바다를 보며 브런치와 커피를 즐길 수 있는 월정리에서 제일 오래된 브런치카페입니다. 호주에서 다년간의 요리경험을 바탕으로 만들어진 새로운 메뉴들과 아름다운 월정바당을 만끽 하실 수 있습니다. 한우수제버거, 프렌치토스트, 아메리칸브런치, 토마토파스타 등 모든 메뉴를 수제로 고집하는 월정리에서 브런치입니다. 반려견 동반은 불가합니다. 부득이하게 동반 시 1층, 2층, 야외테라스에서만 가능합니다. 터낭빌, 월정리복지회관이 인접해 있습니다."
"주소","제주 제주시 구좌읍 월정3길 53-4"
"주소(도로명)","제주특별자치도 제주시 구좌읍 월정3길 53-4"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 월정리 551"
"대표번호","064-782-2262"
"영업시간","09:00-17:30"
"휴무일","전화문의"
"취급메뉴","프렌치브런치플레이트, 현무암버거"
"주차시설 유무","있음"
"리뷰키워드","뷰가 좋아요, 친절해요, 음식이 맛있어요, 특별한 메뉴가 있어요, 주차하기 편해요"
