"관광타입","음식점"
"음식점명","산지해장국 성산점"
"개요","산지해장국은 제주 도민 맛집으로 유명하며, 제주시 탑동에 본점이 있습니다. 성산일출봉 근처에 성산점이 새로 오픈하였고, 근처에 성산일출봉 광치기 해변이 있어 일출을 즐긴 후 아침식사를 하기 좋은 곳입니다. 소고기 해장국은 진하고 깔끔한 육수에 소고기, 선지, 콩나물, 우거지, 당면이 푸짐하게 들어가 있어 남녀노소 구분 없이 즐겨드시는 소고기 해장국입니다. 소내장탕은 진하고 깔끔한 육수에 소양, 소 곱창, 우거지, 당면이 푸짐하게 들어가 있는 내장탕입니다. 시원하고 새콤한 깍두기를 해장국, 내장탕에 곁들여 먹으면 맛있습니다. 취향에 따라 해장국에 계란을 추가하여 먹을 수 있습니다. 차량을 이용하여 방문하신다면, 넉넉한 주차공간이 준비되어 있습니다. 성산일출봉, 성산이용원, 칼국수연구소가 인접해 있습니다."
"주소","제주 서귀포시 성산읍 성산중앙로 30-4 1층"
"주소(도로명)","제주특별자치도 서귀포시 성산읍 성산중앙로 30-4"
"주소(지번주소)","제주특별자치도 서귀포시 성산읍 성산리 175-4"
"대표번호","064-782-4978"
"영업시간","07:00-15:00"
"휴무일","매주 수요일"
"취급메뉴","소고기해장국, 내장탕"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 양이 많아요, 재료가 신선해요, 친절해요, 가성비가 좋아요"
