"관광타입","음식점"
"음식점명","은희네흑돼지"
"개요","협재해수욕장 도보 1분, 바다 위에 떠있는 비양도를 보며 흑돼지를 드실 수 있는 곳, 육즙 풍부한 최상급 흑돼지에 풍미를 더해줄 감칠맛 나는 국내산 양념게장이 기본 상차림, 푸짐히 솟아오른 화산 계란찜, 제주산 고사리, 명이나물 등 엄선한 재료로 직접 조리한 맛있는 밑반찬, 음식에 대한 은희네 고집을 감동으로 기억하실 수 있도록 정성을 다하겠습니다. 은희네를 찾아주신 모든 분들께 친절과 맛으로 보답하겠습니다. 아름다운 협재해수욕장, 그보다 맛있는 기억 은희네 흑돼지입니다. 순수헤어제주, 제주위너 펜션이 인접해 있습니다."
"주소","제주 제주시 한림읍 한림로 354"
"주소(도로명)","제주특별자치도 제주시 한림읍 한림로 354"
"주소(지번주소)","제주특별자치도 제주시 한림읍 협재리 1740-2"
"대표번호","0507-1438-3116"
"영업시간","11:30 - 22:00"
"휴무일","매주 화요일"
"취급메뉴","흑오겹, 가브리살"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요"
