"관광타입","음식점"
"음식점명","진고등어쌈밥 "
"개요","고등어의 비린 맛을 잡아주는 닭발육수가 비결입니다. 관절과 피부미용에 좋은 닭발을 고아 만든 육수에 직접 담근 40년 전통의 된장과 간장으로 정성을 담아 요리합니다. 제주도 음식이 비싸고 어딜가나 맛이 똑같다는 소리를 많이 합니다. 맛집이라고 찾아가면 어디서 먹어본 맛이지요. 하지만 진고등어쌈밥은 그런 음식이 아닙니다. 장맛이 없으면 맛을 낼 수 없는 음식이 고등어조림입니다. 조림장과 고등어를 밥에 얹어 쌈에 싸먹는 순간 뭔가 다르다는 걸 느끼실 수 있습니다. 진짜 고등어쌈밥 드시러 오세요. 용담해안로 도두방향 신사수마을 삼거리 빨간간판집입니다. 빅터펜션, 카페도두가 인접해 있습니다."
"주소","제주 제주시 서해안로 348 진고등어쌈밥"
"주소(도로명)","제주특별자치도 제주시 서해안로 348"
"주소(지번주소)","제주특별자치도 제주시 도두이동 706"
"대표번호","0507-1329-4022"
"영업시간","08:00 - 20:00"
"휴무일","없음"
"취급메뉴","진고등어쌈밥, 진갈치조림"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 뷰가 좋아요, 양이 많아요"
