"관광타입","음식점"
"음식점명","협재횟집 청정해담 회센터"
"개요","제주갈치회, 딱새우회, 고등어회는 신선도가 매우 매우 중요합니다. 매일매일 가장 신선한 회를 제공하는 협재 횟집 회 포장 전문 협재 한림 회 맛집 시그니처 메뉴는 매일 한정 수량만 제공하니 빠른 전화 예약 부탁드립니다. 일일 한정수량으로 가장 신선한 상태의 제주갈치회, 제주딱새우회, 참돔회, 고등어회, 광어회, 전복, 문어, 뿔소라 등 제주 해산물을 제공합니다. 미리 예약 없이 오시면 웨이팅이 있을 수도 있으니 양해 바랍니다. 워시엔조이 제주한림점, 한라축산물도매센터가 인접해 있습니다."
"주소","제주 제주시 한림읍 한림상로 86"
"주소(도로명)","제주특별자치도 제주시 한림읍 한림상로 86"
"주소(지번주소)","제주특별자치도 제주시 한림읍 동명리 1616-6"
"대표번호","0507-1402-7268"
"영업시간","14:00 - 23:00"
"휴무일","없음"
"취급메뉴","고등어회, 딱새우회"
"주차시설 유무","있음"
"리뷰키워드","재료가 신선해요, 음식이 맛있어요, 친절해요, 가성비가 좋아요, 양이 많아요"
