"관광타입","음식점"
"음식점명","랜돌프비어 제주연동점"
"개요","제주도에서 느끼는 뉴욕술집, SNS사진 맛집, 저희는 랜돌프비어 제주연동점 입니다. 자세한 사진은 네이버 블로그나 인스타그램에 랜돌프비어 제주시청점 검색하셔거 사진 결과물을 전문 사진 기자가 아닌, 손님들이 촬영한 고급 촬영본을 보실 수 있습니다. 랜돌프비어 제주연동점의 시그니처 메뉴는 피자와 맥주입니다. 또한 수제 맥주는 온도에 따라 맛이 천차만별이기에 전용 보관실에서 꺼내는 순간 칠링 버킷을 제공하여 그 맛 그대로 고객님들에게 제공해드리고 있습니다. 칠링 버킷은 얼음이 아닌 드라이 아이스로 제공해드리고 있기 때문에 오랫동안, 신선하게 맥주를 즐기실 수 있으며, 나오자마자 사진을 찍으시면 고급스러운 연출까지 가능합니다. 저희는 단순히 수제 맥주를 판매하는 맛집, 술집이 아닙니다. 진심으로 맥주에 진심인 가게이기에 전용 보관실, 아이스 버킷까지 제공하고 있습니다. CU, 파리바게뜨가 인접해 있습니다."
"주소","제주 제주시 연동7길 24 1층"
"주소(도로명)","제주특별자치도 제주시 연동7길 24"
"주소(지번주소)","제주특별자치도 제주시 연동 273-2"
"대표번호","064-711-8608"
"영업시간","18:00-03:00"
"휴무일","없음"
"취급메뉴","뉴욕식페페로니피자, 뉴욕식 버팔로윙"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 술이 다양해요, 가성비가 좋아요, 매장이 청결해요"
