"관광타입","음식점"
"음식점명","금능낙원"
"개요","제주에서만 맛볼 수 있는 특별한 음식들로만 구성되어 기억에 남는 여행이 될 수 있습니다. 제주 전통 음식인 몸국과 고기 국수, 부산이 원조이지만 제주에서만 맛볼 수 있는 낙원스러운 밀면과 비빔밀면, 제주 바다에서 잡은 한치를 품은 한치밀면 그리고 모든 메뉴의 맛을 극대화시켜주는 흑돼지 불고기, 매콤한 고기를 원하시면 흑돼지 볶음, 제주스러운 고기를 원하시면 돔베 고기, 제주에 오셔서 한 번쯤은 도전해 보세요. 추억의 인생 맛집이 될 것입니다. 영진철물, CI인테리어가 인접해 있습니다."
"주소","제주 제주시 한림읍 금능길 27"
"주소(도로명)","제주특별자치도 제주시 한림읍 금능길 27"
"주소(지번주소)","제주특별자치도 제주시 한림읍 금능리 1716"
"대표번호","0507-1410-6175"
"영업시간","08:30 - 20:00"
"휴무일","매주 화요일"
"취급메뉴","고기국수, 밀면"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 가성비가 좋아요, 특별한 메뉴가 있어요, 재료가 신선해요"
